156, 107, 434, 107, 434, 140, 156, 140, per act rajan s8
156, 142, 419, 142, 419, 172, 156, 172, asyraf enterprise
42, 175, 567, 175, 567, 204, 42, 204, tel 036156 8757 cto nor 01083069m
117, 207, 470, 207, 470, 236, 117, 236, m 4584 bkt rajan utara
91, 236, 487, 236, 487, 266, 91, 266, raya utara selatan usg buloh
188, 265, 403, 265, 403, 297, 188, 297, 470 sungai buy
130, 330, 446, 330, 446, 361, 130, 361, gst pid nor 0121073640
593, 332, 615, 332, 615, 361, 593, 361, 1
215, 395, 367, 395, 367, 425, 215, 425, tax invoice
30, 488, 354, 488, 354, 519, 30, 519, tax invoice bnd 19729058
22, 524, 120, 524, 120, 553, 22, 553, pos
30, 553, 271, 553, 271, 583, 30, 583, store nor 12907
491, 552, 555, 552, 555, 582, 491, 582, batu
25, 585, 342, 585, 342, 616, 25, 616, 01022018 44317 pms
511, 679, 569, 679, 569, 708, 511, 708, 30
24, 683, 313, 683, 313, 712, 24, 712, a 2 doublecoco teh
25, 716, 313, 716, 313, 744, 25, 744, a 1 sandwi wani
508, 710, 567, 710, 567, 740, 508, 740, 190
507, 773, 567, 773, 567, 804, 507, 804, 028
65, 776, 165, 776, 165, 809, 65, 809, gst ram
69, 813, 295, 813, 295, 840, 69, 840, total ram inclgst
513, 804, 569, 804, 569, 838, 513, 838, 490
507, 873, 569, 873, 569, 903, 507, 903, 50
66, 876, 129, 876, 129, 903, 66, 903, cash
503, 903, 569, 903, 569, 934, 503, 934, 010
66, 907, 155, 907, 155, 935, 66, 935, change
34, 972, 177, 972, 177, 999, 34, 999, gst summary
239, 970, 391, 970, 391, 999, 239, 999, amount ram
454, 968, 564, 968, 564, 999, 454, 999, taxrm
24, 1004, 128, 1004, 128, 1031, 24, 1031, ampm
244, 1000, 289, 1000, 289, 1028, 244, 1028, 46
450, 1000, 514, 1000, 514, 1028, 450, 1028, 028
100, 1063, 419, 1063, 419, 1093, 100, 1093, tal includes 60 gst
23, 1071, 48, 1071, 48, 1097, 23, 1097, a
147, 1165, 434, 1165, 434, 1192, 147, 1192, use 30 petrol miles
171, 1197, 401, 1197, 401, 1229, 171, 1229, points cto pay ioi
225, 1226, 351, 1226, 351, 1258, 225, 1258, rm45 fuel
